rowIDs,year,source,authors,title,n.citations,ECC
10936,2004,Adaptive behavior,"S Nakrani, C Tovey",On honey bees and dynamic server allocation in internet hosting centers,342,342
10937,2004,"MS University of Wyoming. Laramie, Wyoming",H Hansen,Extraction technique and microsatellite primers on genotyping success and error rates of river otter (Lontra Canadensis) faecal DNA,3,3
10938,2004,Sexual selection in primates: New and â€¦,CT Snowdon,Sexual selection and communication,67,67
10939,2004,NA,I Burns,Social development and conflict in the North American bumblebee Bombus impatiens Cresson,5,5
10940,2004,NA,W MÃ¼ller,Maternal phenotypic engineering,1,1
10941,2004,â€¦ Journal of Cross â€¦,"SL Dolan, M DÃ­ez-PiÃ±olâ€¦",Exploratory study of within-country differences in work and life values: The case of Spanish business students,99,99
10942,2004,NA,JL Hunt,Investigation into the decline of populations of the lesser prairie-chicken (Tympanuchus pallidicinctus Ridgway) in southeastern New Mexico,10,10
10943,2004,NA,"TH Clutton-Brock, JM Pemberton",Soay sheep: dynamics and selection in an island population,311,311
10944,2004,NA,CC Wilmers,The Gray Wolf-Scavenger Comples in Yellowstone National Park,0,0
10945,2004,NA,E Effenberger,"Social structure and spatial-use in a group-living lizard, Cordylus cataphractus",13,13
10946,2004,NA,E Klinkova,The impact of social and endocrine parameters upon reproductive success of male chimpanzees (Pan troglodytes),0,0
10947,2004,ILAR journal,"JR Kaplan, SB Manuck","Ovarian dysfunction, stress, and disease: a primate continuum",136,136
10948,2004,NA,MJ Pauers,"Naturally and sexually selected constraints on morphology, behavior, and coloration in the African cichlid genus Labeotropheus",2,2
10949,2004,Process Studies,HA Schiller,Advancing Process Metaphysics,0,0
10950,2004,NA,JC Bate,Habitat and dietary differences between Gorilla gorilla gorilla and Gorilla gorilla beringei: implication for social variability,0,0
10951,2004,Handbook of Tourette's â€¦,"CL Budman, L Rockmoreâ€¦",Aggressive symptoms and Tourette's syndrome,3,3
10952,2004,Evolution and ethics: Human morality in biological and â€¦,C Boehm,Explaining the prosocial side of moral communities,18,18
10953,2004,NA,JR Allen,Biogenic amines and the modulation of behavior in dominant and subordinate male crickets (Acheta domesticus),0,0
10954,2004,Asian-australasian journal of animal sciences,"YJ Ru, YM Bao",Feeding dry sows ad libitum with high fibre diets,8,8
10955,2004,Marine Ecology â€¦,"D GrÃ©millet, G DellÂ¹Omo, PG Ryan, G Petersâ€¦","Offshore diplomacy, or how seabirds mitigate intra-specific competition: a case study based on GPS tracking of Cape gannets from neighbouring colonies",305,305
10956,2004,The well-being of farm animals: Challenges and â€¦,FB Garry,Animal well-being in the US dairy industry,18,18
10957,2004,Int Rev Cytol,SG Haider,Cell biology of Leydig cells in the testis,362,362
10958,2004,NA,MA Jones,Social foraging in captive baboons: implications for enrichment,0,0
10959,2004,NA,CM Sanz,"Behavioral ecology of chimpanzees in a central African forest: Pan troglodytes troglodytes in the Goualougo Triangle, Republic of Congo",14,14
10960,2004,NA,DR Bolter,Anatomical growth patterns in colobine monkeys and implications for primate evolution,3,3
10961,2004,NA,"TL Fort, CA Schipani",The role of business in fostering peaceful societies,203,203
10962,2004,â€¦ of the Royal Society of London â€¦,"T Saigo, K Tsuchida",Queen and worker policing in monogynous and monandrous colonies of a primitively eusocial wasp,56,56
10963,2004,ANIMAL SCIENCE â€¦,"ABG Leek, BT Sweeney, P Duffyâ€¦","The effect of stocking density and social regrouping stressors on growth performance, carcass characteristics, nutrient digestibility and physiological stress â€¦",32,32
10964,2004,NA,S Mallavarapu,Post-Conflict Behavior in Captive Western Lowland Gorillas (Gorilla gorilla gorilla),1,1
10965,2004,NA,BA Hare,Using comparative studies of primate and canid social cognition to model our Miocene minds,3,3
10966,2004,Psychological bulletin,"RD Ashmore, K Deauxâ€¦",An organizing framework for collective identity: articulation and significance of multidimensionality.,2458,2458
10967,2004,Russian Journal of Theriology â€¦,"AV Smorkatcheva, ES Smolnyakova","Behavioral specialization among group members in the captive mandarin vole, Lasiopodomys mandarinus (Rodentia, Arvicolidae)",8,8
10968,2004,NA,A Jaggard,"Culture, Racism, and Family: Letters to My Children",0,0
10969,2004,NA,EM Stringer,The effects of novelty and natural vs. artificial enrichment on slender-tailed meerkats (Suricata suricatta) during foraging,1,1
10970,2004,NA,P Jacobson,Biology,1,1
10971,2004,Freshwaters of New Zealand,"R Young, G Smart, J Harding","Impacts of hydro-dams, irrigation schemes and river control works",43,43
10972,2004,NA,"R Schmid, MG Doherr, A Steiger",The influence of the breeding method on the behaviour of adult African grey parrots,17,17
10973,2004,Journal of Comparative Physiology A,"J Sztarker, D Tomsic",Binocular visual integration in the crustacean nervous system,35,35
10974,2004,NA,MM Udell,"Birth order, perfectionism and body dissatisfaction among female college students",1,1
10975,2004,Kinship and Behavior in Primates,K Hawkes,"H uman pair bonds are widely assumed to have arisen when ancestral females began to rely on subsistence support from mates (eg, Lovejoy 1981; Lancas-ter & â€¦",0,0
10976,2004,Kinship and behavior in primates,LA Isbell,Is There No Place Like Home? Ecological Bases of Female Dispersal and Philopatry and Their Consequences,101,101
10977,2004,Studies in avian biology,WJ Carmen,CALIFORNIA S'CRUB-JA Y,37,37
10978,2004,NA,C Wilson,Moral animals: Ideals and constraints in moral theory,36,36
10979,2004,NA,SA Wahaj,"Cooperation, competition and kinship in the social relationships among spotted hyenas, Crocuta crocuta",1,1
10980,2004,NA,ER Vogel,"The ecological basis of aggression in white-faced capuchin monkeys, Cebus capucinus, in a Costa Rican dry forest",16,16
10981,2004,NA,"A Tonhasca, SN Heritage, GG House",COMMISSIONED REPORT,0,0
10982,2004,Oecologia Montana,"R Rigg, M Gorman",Spring-autumn diet of wolves (Canis lupus) in Slovakia and a review of wolf prey selection,8,8
10983,2004,NA,M Tzakosta,Multiple parallel grammars in the acquisition of stress in Greek L1,46,46
10984,2004,NA,MK Cox II,Brook trout bioenergetics and the use of bioelectrical impedance analysis for proximate composition,1,1
10985,2004,NA,JL King,The current distribution of the introduced fox squirrel (Sciurus niger) in the greater Los Angeles metropolitan area and its behavioral interaction with the native â€¦,24,24
10986,2004,NA,JJ Kincheloe,Variation in supplement intake by grazing beef cows,2,2
10987,2004,NA,D Buchsbaum,Imitation and social learning for synthetic characters,5,5
10988,2004,NA,EL Walters,"Estimating species interactions in a woodpecker tree-hole community at the individual, population, and community levels",5,5
10989,2004,Psychological bulletin,BJ Ellis,Timing of pubertal maturation in girls: an integrated life history approach.,1008,1008
10990,2004,NA,K Wray,Combating Depression: A History and Analysis of FDA Regulation of Selective Serotonin Reuptake Inhibitors,0,0
10991,2004,"â€¦ , Wolves, Jackals and â€¦","LS Durbin, A Venkataraman, S Hedgesâ€¦",South Asiaâ€”south of the Himalaya (oriental),6,6
10992,2004,NA,A Engelhardt,The significance of male and female reproductive strategies for male reproductive success in wild longtailed macaques (Macaca fascicularis),6,6
10993,2004,NA,"DA Hamburg, BA Hamburg",Learning to live together: Preventing hatred and violence in child and adolescent development,73,73
10994,2004,NA,DL Miles,"With women, for women: a study of women's experiences as workers in feminist organisations",7,7
10995,2004,NA,OE Stiles,Early maladaptive schemas and intimacy in young adults' romantic relationships,44,44
10996,2004,ILAR journal,"CA Shively, CL Bethea","Cognition, Mood Disorders, and Sex Hormone",71,71
10997,2004,NA,J McKinley,"Training in a laboratory environment: Methods, effectiveness and welfare implications for two species of primate",7,7
10998,2004,American Journal of Public Health,R De Vogli,"Change, psychosocial stress and health in an era of globalization",15,15
10999,2004,NA,NA Trimm Jr,"Behavioral Ecology of Audubon's Shearwaters at San Salvador, Bahamas",3,3
11000,2004,NA,BF Dickey,The behavioral ecology of the social structures of crayfish,1,1
11001,2004,NA,SÃ“ SteingrÃ­msson,"Patterns, predictors and consequences of space use in individually tagged young-of-the-year Atlantic salmon (Salmo salar)",2,2
11002,2004,U. kAn. l. reV.,CA Clarke,The baby and the bathwater: Adolescent offending and punitive juvenile justice reform,70,70
11003,2004,NA,F Swets,The phonological word in Tilburg Dutch,12,12
11004,2004,NA,JN Schneider,Exploration of the acoustic structure and contextual occurrence of affiliative vocalisations in red wolves (Canis rufus),0,0
11005,2004,Journal of Theoretical â€¦,"E Skubic, M Taborsky, JM McNamaraâ€¦",When to parasitize? A dynamic optimization model of reproductive strategies in a cooperative breeder,49,49
11006,2004,Bull. No. B-119. 96pp,"RA Demarchi, CL Hartwig","Status of Thinhorn Sheep in British Columbia. BC Minist. Water, Land and Air Protection, Biodiversity Branch, Victoria BC. Wildl",3,3
11007,2004,NA,M Chauvat,Soil biota during forest rotation: Successional changes and implications for ecosystem performance,5,5
11008,2004,NA,KF Otterbein,How war began,227,227
11009,2004,NA,EA Stepanov,Implementing Cognitive Grammar on a Cognitive Architecture: A Case Study with ACT-R,1,1
11010,2004,NA,MJ Raisor,Determining the Antiquity of Dog Origins: Canine domestication as a model for the consilience between molecular genetics and archaeology,12,12
11011,2004,NA,RED Woolsey,The Woolsey Papers,10,10
11012,2004,representations,FHC Swets,The phonological word in Tilburg Dutch: Government phonology and a city,0,0
11013,2004,NA,KA Copren,"Genetic and social structure of the western subterranean termite, Reticulitermes hesperus (Isoptera: Rhinotermitidae)",6,6
11014,2004,NA,OS Johnson,The sexual spectrum: Exploring human diversity,12,12
11015,2004,Veterinary pathophysiology,"DM Broom, RD Kirkden","Welfare, stress, behaviour and pathophysiology",101,101
11016,2004,NA,CH Blonstein,Social anxiety as moderator and social self-efficacy as well as sense of belonging as mediators in the social stress-depression relationship,1,1
11017,2004,NA,S Legge,Kookaburra: king of the bush,15,15
11018,2004,NA,JM Masson,The pig who sang to the moon: The emotional world of farm animals,120,120
11019,2004,NA,IC Gilby,"Hunting and meat sharing among the chimpanzees of Gombe National Park, Tanzania",17,17
11020,2004,NA,"LA TAXANES, RDELIF DU",CANADA (TAXUS CANADENSIS MARSH) UN AN APRÃˆS LA COUPE,0,0
11021,2004,Behavioral â€¦,"MJ Duchateau, HHW Velthuisâ€¦",Sex ratio variation in the bumblebee Bombus terrestris,83,83
11022,2004,NA,M Huck,All Males Are Equal but Some Are More Equal: Proximate Mechanisms and Genetic Consequences of the Social-and Mating System of Moustached Tamarins,5,5
11023,2004,ä¿å…¨ç”Ÿæ…‹å­¦ç ”ç©¶,ç”°æ‘å…¸å­,ç¥žå¥ˆå·çœŒã«ãŠã‘ã‚‹å¤–æ¥ç¨®ã‚¿ã‚¤ãƒ¯ãƒ³ãƒªã‚¹ã®å€‹ä½“æ•°å¢—åŠ ã¨åˆ†å¸ƒæ‹¡å¤§,4,4
11024,2004,NA,AK Piel,Scarce resources and party size in a community of savanna chimpanzees in southeastern Senegal,3,3
11025,2004,"Evolutionary psychology, public policy and personal â€¦",H Holcomb,Darwin and evolutionary moral psychology,7,7
11026,2004,NA,N Selva FernÃ¡ndez,The role of scavenging in the predator community of Bialowieza primeval forest: Papel de la necrofagia en la comunidad de predadores del bosque primigenio de â€¦,1,1
11027,2004,NA,PB Jakobsen,Ad hoc netvÃ¦rk anvendt pÃ¥ autonome mobile adfÃ¦rdsba-serede robotter,0,0
11028,2004,American Behavioral Scientist,"RJ Faber, M Lee, X Nan",Advertising and the consumer information environment online,157,157
11029,2004,NA,"L Tepperman, A Kwan, C Jones, A Falkowski-Hamâ€¦",DREAMING THE NUMBERS,0,0
11030,2004,NA,J Isaac,"Life history variation and reproductive success in the common brushtail possum, Trichosurus vulpecula",7,7
11031,2004,NA,F Abbasi,"Ecology and Biology of Egrets with Special Reference to Egretta alba, E. intermedia, E. garzetta and Bubulcus ibis in and Around Aligarh",0,0
11032,2004,NA,"S Bowles, K Marx","Chance, collective action and institutional innovation",3,3
11033,2004,NA,ED Marschark,Intraspecies and interspecies social responding in the domestic dog (Canis familiaris),0,0
11034,2004,Laboratory Primate Newsletter,"MS Schaefer, LT Nash",Cover art Laboratory Primate Newsletter,0,0
11035,2004,The Biology and Conservation â€¦,"DW Macdonald, C Sillero-Zubiri","From theory to practice, without bluster",1,1
11036,2004,NA,EA Stepanov,Implementing cognitive grammar on a cognitive architecture,0,0
11037,2004,NA,"B Eagle, G Bear, G Wolf, W Howellia",Biological Assessment of the Milltown Reservoir Sediments Operable Unit Revised Proposed Plan and of the Surrender Application for the Milltown â€¦,0,0
11038,2004,NA,JA Rapson,"The feeding ecology and habitat use of lions reintroduced to small, enclosed reserves in the Eastern Cape Province, South Africa",2,2
11039,2004,NA,A Dawson,"Babe or barbeque: The relationship between pigs, pork, and people",0,0
11040,2004,NA,DW Mock,More than kin and less than kind: The evolution of family conflict,76,76
11041,2004,NA,SJA Brommer,â€œWe walk with themâ€: South Asian women's organizations in Northern California confront domestic abuse,3,3
11042,2004,NA,"J Sobel, C Dahlgren","Marine reserves: a guide to science, design, and use",240,240
